,dataElement,period,orgUnit,categoryOptionCombo,attributeOptionCombo,value,storedBy,created,lastUpdated,followup
15,105-NA10c1. No. of clients(<10) with MAM admitted into treatment - Defaulted from care,202102,cDGKAJzfkpf,"0-5Mths, Female",Lf2Axb9E6B4,0,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
16,105-NA10c1. No. of clients(<10) with MAM admitted into treatment - Defaulted from care,202102,cDGKAJzfkpf,"5-9Yrs, Male",Lf2Axb9E6B4,0,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
17,105-NA10c1. No. of clients(<10) with MAM admitted into treatment - Defaulted from care,202102,cDGKAJzfkpf,"24-59Mths, Female",Lf2Axb9E6B4,0,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
18,105-NA10c1. No. of clients(<10) with MAM admitted into treatment - Defaulted from care,202102,cDGKAJzfkpf,"6-23Mths, Male",Lf2Axb9E6B4,0,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
19,105-DS10. Individuals with Difficulty in writing,202102,cDGKAJzfkpf,"0-28Dys, Female",Lf2Axb9E6B4,0,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
20,105-DS10. Individuals with Difficulty in writing,202102,cDGKAJzfkpf,"10-19Yrs, Male",Lf2Axb9E6B4,0,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
21,105-DS10. Individuals with Difficulty in writing,202102,cDGKAJzfkpf,"0-28Dys, Male",Lf2Axb9E6B4,0,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
22,105-DS10. Individuals with Difficulty in writing,202102,cDGKAJzfkpf,"20+Yrs, Male",Lf2Axb9E6B4,0,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
23,105-DS10. Individuals with Difficulty in writing,202102,cDGKAJzfkpf,"5-9Yrs, Female",Lf2Axb9E6B4,0,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
24,105-DS10. Individuals with Difficulty in writing,202102,cDGKAJzfkpf,"20+Yrs, Female",Lf2Axb9E6B4,0,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
25,105-DS10. Individuals with Difficulty in writing,202102,cDGKAJzfkpf,"29Dys-4Yrs, Male",Lf2Axb9E6B4,0,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
26,105-DS10. Individuals with Difficulty in writing,202102,cDGKAJzfkpf,"5-9Yrs, Male",Lf2Axb9E6B4,0,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
27,105-DS10. Individuals with Difficulty in writing,202102,cDGKAJzfkpf,"29Dys-4Yrs, Female",Lf2Axb9E6B4,0,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
28,105-DS10. Individuals with Difficulty in writing,202102,cDGKAJzfkpf,"10-19Yrs, Female",Lf2Axb9E6B4,0,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
29,"105-MH12. Dementia due to stroke (Diabetes, Hypertension)",202102,cDGKAJzfkpf,"10-19Yrs, Male",Lf2Axb9E6B4,0,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
30,"105-MH12. Dementia due to stroke (Diabetes, Hypertension)",202102,cDGKAJzfkpf,"20+Yrs, Male",Lf2Axb9E6B4,0,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
31,"105-MH12. Dementia due to stroke (Diabetes, Hypertension)",202102,cDGKAJzfkpf,"20+Yrs, Female",Lf2Axb9E6B4,0,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
32,"105-MH12. Dementia due to stroke (Diabetes, Hypertension)",202102,cDGKAJzfkpf,"10-19Yrs, Female",Lf2Axb9E6B4,0,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
33,105-EP14. Adverse Events Following Immunization (AEFI),202102,cDGKAJzfkpf,"29Dys-4Yrs, Male, Non-serious",Lf2Axb9E6B4,0,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
34,105-EP14. Adverse Events Following Immunization (AEFI),202102,cDGKAJzfkpf,"5-9Yrs, Male, Non-serious",Lf2Axb9E6B4,0,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
35,105-EP14. Adverse Events Following Immunization (AEFI),202102,cDGKAJzfkpf,"20+Yrs, Male, Non-serious",Lf2Axb9E6B4,0,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
36,105-EP14. Adverse Events Following Immunization (AEFI),202102,cDGKAJzfkpf,"10-19Yrs, Female, Non-serious",Lf2Axb9E6B4,0,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
37,105-EP14. Adverse Events Following Immunization (AEFI),202102,cDGKAJzfkpf,"29Dys-4Yrs, Female, Non-serious",Lf2Axb9E6B4,0,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
38,105-EP14. Adverse Events Following Immunization (AEFI),202102,cDGKAJzfkpf,"0-28Dys, Female, Serious",Lf2Axb9E6B4,0,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
39,105-EP14. Adverse Events Following Immunization (AEFI),202102,cDGKAJzfkpf,"10-19Yrs, Female, Serious",Lf2Axb9E6B4,0,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
40,105-EP14. Adverse Events Following Immunization (AEFI),202102,cDGKAJzfkpf,"29Dys-4Yrs, Male, Serious",Lf2Axb9E6B4,0,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
41,105-EP14. Adverse Events Following Immunization (AEFI),202102,cDGKAJzfkpf,"10-19Yrs, Male, Non-serious",Lf2Axb9E6B4,0,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
42,105-EP14. Adverse Events Following Immunization (AEFI),202102,cDGKAJzfkpf,"0-28Dys, Female, Non-serious",Lf2Axb9E6B4,0,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
43,105-EP14. Adverse Events Following Immunization (AEFI),202102,cDGKAJzfkpf,"20+Yrs, Female, Serious",Lf2Axb9E6B4,0,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
44,105-EP14. Adverse Events Following Immunization (AEFI),202102,cDGKAJzfkpf,"5-9Yrs, Female, Serious",Lf2Axb9E6B4,0,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
45,105-EP14. Adverse Events Following Immunization (AEFI),202102,cDGKAJzfkpf,"0-28Dys, Male, Serious",Lf2Axb9E6B4,0,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
46,105-EP14. Adverse Events Following Immunization (AEFI),202102,cDGKAJzfkpf,"29Dys-4Yrs, Female, Serious",Lf2Axb9E6B4,0,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
47,105-EP14. Adverse Events Following Immunization (AEFI),202102,cDGKAJzfkpf,"10-19Yrs, Male, Serious",Lf2Axb9E6B4,0,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
48,105-EP14. Adverse Events Following Immunization (AEFI),202102,cDGKAJzfkpf,"0-28Dys, Male, Non-serious",Lf2Axb9E6B4,0,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
49,105-EP14. Adverse Events Following Immunization (AEFI),202102,cDGKAJzfkpf,"20+Yrs, Female, Non-serious",Lf2Axb9E6B4,0,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
50,105-EP14. Adverse Events Following Immunization (AEFI),202102,cDGKAJzfkpf,"5-9Yrs, Female, Non-serious",Lf2Axb9E6B4,0,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
51,105-EP14. Adverse Events Following Immunization (AEFI),202102,cDGKAJzfkpf,"5-9Yrs, Male, Serious",Lf2Axb9E6B4,0,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
52,105-EP14. Adverse Events Following Immunization (AEFI),202102,cDGKAJzfkpf,"20+Yrs, Male, Serious",Lf2Axb9E6B4,0,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
53,105-MC08. Haemorrhage related to pregnancy (APH),202102,cDGKAJzfkpf,"20+Yrs, Female",Lf2Axb9E6B4,5,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
54,105-MC08. Haemorrhage related to pregnancy (APH),202102,cDGKAJzfkpf,"10-19Yrs, Female",Lf2Axb9E6B4,1,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
55,105-MC08. Haemorrhage related to pregnancy (APH),202102,Ppyz6vwPpKi,"20+Yrs, Female",Lf2Axb9E6B4,6,carapai,2021-11-24T18:09:40.000+0000,2021-11-24T18:09:40.000+0000,False
56,105-MC08. Haemorrhage related to pregnancy (APH),202102,aVQCbe80pl7,"20+Yrs, Female",Lf2Axb9E6B4,1,carapai,2021-11-24T18:08:32.000+0000,2021-11-24T18:08:32.000+0000,False
57,105-EN11. Mastoid abscess,202102,W3hXYmtaQ4Q,"20+Yrs, Female",Lf2Axb9E6B4,2,carapai,2021-11-24T17:55:57.000+0000,2021-11-24T17:55:57.000+0000,False
58,105-EN11. Mastoid abscess,202102,cDGKAJzfkpf,"0-28Dys, Female",Lf2Axb9E6B4,0,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
59,105-EN11. Mastoid abscess,202102,cDGKAJzfkpf,"10-19Yrs, Male",Lf2Axb9E6B4,0,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
60,105-EN11. Mastoid abscess,202102,cDGKAJzfkpf,"0-28Dys, Male",Lf2Axb9E6B4,0,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
61,105-EN11. Mastoid abscess,202102,cDGKAJzfkpf,"20+Yrs, Male",Lf2Axb9E6B4,0,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
62,105-EN11. Mastoid abscess,202102,cDGKAJzfkpf,"5-9Yrs, Female",Lf2Axb9E6B4,0,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
63,105-EN11. Mastoid abscess,202102,cDGKAJzfkpf,"20+Yrs, Female",Lf2Axb9E6B4,0,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
64,105-EN11. Mastoid abscess,202102,cDGKAJzfkpf,"29Dys-4Yrs, Male",Lf2Axb9E6B4,0,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
65,105-EN11. Mastoid abscess,202102,cDGKAJzfkpf,"5-9Yrs, Male",Lf2Axb9E6B4,0,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
66,105-EN11. Mastoid abscess,202102,cDGKAJzfkpf,"29Dys-4Yrs, Female",Lf2Axb9E6B4,0,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
67,105-EN11. Mastoid abscess,202102,cDGKAJzfkpf,"10-19Yrs, Female",Lf2Axb9E6B4,0,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
68,105-ES09d. Death at unit - Surgical emergencies,202102,cDGKAJzfkpf,"0-28Dys, Female",Lf2Axb9E6B4,0,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
69,105-ES09d. Death at unit - Surgical emergencies,202102,cDGKAJzfkpf,"10-19Yrs, Male",Lf2Axb9E6B4,0,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
70,105-ES09d. Death at unit - Surgical emergencies,202102,cDGKAJzfkpf,"0-28Dys, Male",Lf2Axb9E6B4,0,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
71,105-ES09d. Death at unit - Surgical emergencies,202102,cDGKAJzfkpf,"20+Yrs, Male",Lf2Axb9E6B4,0,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
72,105-ES09d. Death at unit - Surgical emergencies,202102,cDGKAJzfkpf,"5-9Yrs, Female",Lf2Axb9E6B4,0,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
73,105-ES09d. Death at unit - Surgical emergencies,202102,cDGKAJzfkpf,"20+Yrs, Female",Lf2Axb9E6B4,0,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
74,105-ES09d. Death at unit - Surgical emergencies,202102,cDGKAJzfkpf,"29Dys-4Yrs, Male",Lf2Axb9E6B4,0,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
75,105-ES09d. Death at unit - Surgical emergencies,202102,cDGKAJzfkpf,"5-9Yrs, Male",Lf2Axb9E6B4,0,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
76,105-ES09d. Death at unit - Surgical emergencies,202102,cDGKAJzfkpf,"29Dys-4Yrs, Female",Lf2Axb9E6B4,0,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
77,105-ES09d. Death at unit - Surgical emergencies,202102,cDGKAJzfkpf,"10-19Yrs, Female",Lf2Axb9E6B4,0,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
78,105-NA03f3 Identified malnourished female clients this month - Moderately Malnourished,202102,cDGKAJzfkpf,"25+Yrs, Pregnant/Lactating",Lf2Axb9E6B4,0,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
79,105-NA03f3 Identified malnourished female clients this month - Moderately Malnourished,202102,cDGKAJzfkpf,"10-19Yrs, Pregnant/Lactating",Lf2Axb9E6B4,0,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
80,105-NA03f3 Identified malnourished female clients this month - Moderately Malnourished,202102,cDGKAJzfkpf,"20-24Yrs, Pregnant/Lactating",Lf2Axb9E6B4,0,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
81,105-NA03f3 Identified malnourished female clients this month - Moderately Malnourished,202102,cDGKAJzfkpf,"25+Yrs, Non Pregnant",Lf2Axb9E6B4,0,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
82,105-NA03f3 Identified malnourished female clients this month - Moderately Malnourished,202102,cDGKAJzfkpf,"10-19Yrs, Non Pregnant",Lf2Axb9E6B4,0,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
83,105-NA03f3 Identified malnourished female clients this month - Moderately Malnourished,202102,cDGKAJzfkpf,"20-24Yrs, Non Pregnant",Lf2Axb9E6B4,0,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
84,105-EN17. Other ENT conditions,202102,hE3E3nXNUjX,"20+Yrs, Male",Lf2Axb9E6B4,3,carapai,2021-11-24T17:49:17.000+0000,2021-11-24T17:49:17.000+0000,False
85,105-EN17. Other ENT conditions,202102,hE3E3nXNUjX,"20+Yrs, Female",Lf2Axb9E6B4,1,carapai,2021-11-24T17:49:17.000+0000,2021-11-24T17:49:17.000+0000,False
86,105-EN17. Other ENT conditions,202102,yDPmjwoOIxi,"20+Yrs, Male",Lf2Axb9E6B4,1,carapai,2021-11-24T14:10:25.000+0000,2021-11-24T14:10:25.000+0000,False
87,105-EN17. Other ENT conditions,202102,yDPmjwoOIxi,"20+Yrs, Female",Lf2Axb9E6B4,2,carapai,2021-11-24T14:10:25.000+0000,2021-11-24T14:10:25.000+0000,False
88,105-EN17. Other ENT conditions,202102,yDPmjwoOIxi,"29Dys-4Yrs, Male",Lf2Axb9E6B4,2,carapai,2021-11-24T14:10:25.000+0000,2021-11-24T14:10:25.000+0000,False
89,105-EN17. Other ENT conditions,202102,A9Bt9vywHbP,"29Dys-4Yrs, Male",Lf2Axb9E6B4,2,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
90,105-EN17. Other ENT conditions,202102,cDGKAJzfkpf,"0-28Dys, Female",Lf2Axb9E6B4,0,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
91,105-EN17. Other ENT conditions,202102,cDGKAJzfkpf,"10-19Yrs, Male",Lf2Axb9E6B4,0,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
92,105-EN17. Other ENT conditions,202102,cDGKAJzfkpf,"0-28Dys, Male",Lf2Axb9E6B4,0,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
93,105-EN17. Other ENT conditions,202102,cDGKAJzfkpf,"20+Yrs, Male",Lf2Axb9E6B4,4,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
94,105-EN17. Other ENT conditions,202102,cDGKAJzfkpf,"5-9Yrs, Female",Lf2Axb9E6B4,0,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
95,105-EN17. Other ENT conditions,202102,cDGKAJzfkpf,"20+Yrs, Female",Lf2Axb9E6B4,3,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
96,105-EN17. Other ENT conditions,202102,cDGKAJzfkpf,"29Dys-4Yrs, Male",Lf2Axb9E6B4,1,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
97,105-EN17. Other ENT conditions,202102,cDGKAJzfkpf,"5-9Yrs, Male",Lf2Axb9E6B4,0,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
98,105-EN17. Other ENT conditions,202102,cDGKAJzfkpf,"29Dys-4Yrs, Female",Lf2Axb9E6B4,0,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
99,105-EN17. Other ENT conditions,202102,cDGKAJzfkpf,"10-19Yrs, Female",Lf2Axb9E6B4,0,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
100,105-EN17. Other ENT conditions,202102,Ppyz6vwPpKi,"10-19Yrs, Male",Lf2Axb9E6B4,1,carapai,2021-11-24T18:09:40.000+0000,2021-11-24T18:09:40.000+0000,False
101,105-EN17. Other ENT conditions,202102,Ppyz6vwPpKi,"20+Yrs, Male",Lf2Axb9E6B4,5,carapai,2021-11-24T18:09:40.000+0000,2021-11-24T18:09:40.000+0000,False
102,105-EN17. Other ENT conditions,202102,Ppyz6vwPpKi,"5-9Yrs, Female",Lf2Axb9E6B4,1,carapai,2021-11-24T18:09:40.000+0000,2021-11-24T18:09:40.000+0000,False
103,105-EN17. Other ENT conditions,202102,Ppyz6vwPpKi,"20+Yrs, Female",Lf2Axb9E6B4,7,carapai,2021-11-24T18:09:40.000+0000,2021-11-24T18:09:40.000+0000,False
104,105-EN17. Other ENT conditions,202102,Ppyz6vwPpKi,"29Dys-4Yrs, Male",Lf2Axb9E6B4,1,carapai,2021-11-24T18:09:40.000+0000,2021-11-24T18:09:40.000+0000,False
105,105-EN17. Other ENT conditions,202102,Ppyz6vwPpKi,"5-9Yrs, Male",Lf2Axb9E6B4,1,carapai,2021-11-24T18:09:40.000+0000,2021-11-24T18:09:40.000+0000,False
106,105-EN17. Other ENT conditions,202102,Ppyz6vwPpKi,"29Dys-4Yrs, Female",Lf2Axb9E6B4,2,carapai,2021-11-24T18:09:40.000+0000,2021-11-24T18:09:40.000+0000,False
107,105-EN17. Other ENT conditions,202102,Ppyz6vwPpKi,"10-19Yrs, Female",Lf2Axb9E6B4,2,carapai,2021-11-24T18:09:40.000+0000,2021-11-24T18:09:40.000+0000,False
108,105-EN17. Other ENT conditions,202102,aVQCbe80pl7,"5-9Yrs, Female",Lf2Axb9E6B4,1,carapai,2021-11-24T18:08:32.000+0000,2021-11-24T18:08:32.000+0000,False
109,105-EN17. Other ENT conditions,202102,aVQCbe80pl7,"29Dys-4Yrs, Female",Lf2Axb9E6B4,1,carapai,2021-11-24T18:08:32.000+0000,2021-11-24T18:08:32.000+0000,False
110,105-EN17. Other ENT conditions,202102,aVQCbe80pl7,"10-19Yrs, Female",Lf2Axb9E6B4,1,carapai,2021-11-24T18:08:32.000+0000,2021-11-24T18:08:32.000+0000,False
111,105-NA03g3. Identified malnourished female clients this month - Severely Malnourished,202102,cDGKAJzfkpf,"25+Yrs, Pregnant/Lactating",Lf2Axb9E6B4,0,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
112,105-NA03g3. Identified malnourished female clients this month - Severely Malnourished,202102,cDGKAJzfkpf,"10-19Yrs, Pregnant/Lactating",Lf2Axb9E6B4,0,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
113,105-NA03g3. Identified malnourished female clients this month - Severely Malnourished,202102,cDGKAJzfkpf,"20-24Yrs, Pregnant/Lactating",Lf2Axb9E6B4,0,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
114,105-NA03g3. Identified malnourished female clients this month - Severely Malnourished,202102,cDGKAJzfkpf,"25+Yrs, Non Pregnant",Lf2Axb9E6B4,0,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
115,105-NA03g3. Identified malnourished female clients this month - Severely Malnourished,202102,cDGKAJzfkpf,"10-19Yrs, Non Pregnant",Lf2Axb9E6B4,0,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
116,105-NA03g3. Identified malnourished female clients this month - Severely Malnourished,202102,cDGKAJzfkpf,"20-24Yrs, Non Pregnant",Lf2Axb9E6B4,0,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
117,105-NA03g3. Identified malnourished female clients this month - Severely Malnourished,202102,aVQCbe80pl7,"25+Yrs, Non Pregnant",Lf2Axb9E6B4,1,carapai,2021-11-24T18:08:32.000+0000,2021-11-24T18:08:32.000+0000,False
118,105-EN10. Otitis external,202102,hE3E3nXNUjX,"20+Yrs, Male",Lf2Axb9E6B4,1,carapai,2021-11-24T17:49:17.000+0000,2021-11-24T17:49:17.000+0000,False
119,105-EN10. Otitis external,202102,yDPmjwoOIxi,"5-9Yrs, Female",Lf2Axb9E6B4,1,carapai,2021-11-24T14:10:25.000+0000,2021-11-24T14:10:25.000+0000,False
120,105-EN10. Otitis external,202102,yDPmjwoOIxi,"29Dys-4Yrs, Male",Lf2Axb9E6B4,1,carapai,2021-11-24T14:10:25.000+0000,2021-11-24T14:10:25.000+0000,False
121,105-EN10. Otitis external,202102,E9a1cflRJZf,"29Dys-4Yrs, Female",TFRceXDkJ95,2,carapai,2021-11-24T17:57:52.000+0000,2021-11-24T17:57:52.000+0000,False
122,105-EN10. Otitis external,202102,E9a1cflRJZf,"10-19Yrs, Female",TFRceXDkJ95,1,carapai,2021-11-24T17:57:52.000+0000,2021-11-24T17:57:52.000+0000,False
123,105-EN10. Otitis external,202102,cDGKAJzfkpf,"0-28Dys, Female",Lf2Axb9E6B4,0,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
124,105-EN10. Otitis external,202102,cDGKAJzfkpf,"10-19Yrs, Male",Lf2Axb9E6B4,0,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
125,105-EN10. Otitis external,202102,cDGKAJzfkpf,"0-28Dys, Male",Lf2Axb9E6B4,0,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
